2019-12-30 13:33:37+00:00; alexandregarcia; Minha resposta às mulheres. E a uma operadora de call center https://t.co/3OaOyOiQxO via @YouTube; 19; 84; 1048; 0; https://twitter.com/alexandregarcia/status/1211641492009373696; None; None
2019-03-18 01:03:02+00:00; alexandregarcia; @FotosDeFatos @silvioluiz Marechal José Pessoa Cavalcanti de Albuquerque.; 5; 13; 484; 0; https://twitter.com/alexandregarcia/status/1107447284625784834; None; None
2019-03-17 21:19:34+00:00; alexandregarcia; Fly me to the moon - or to Lisbon? https://t.co/tYPr09wvkh; 95; 75; 2011; 4; https://twitter.com/alexandregarcia/status/1107391045850054658; None; None
2019-03-17 20:26:17+00:00; alexandregarcia; Lua das cinco da tarde de domingo, no altiplano brasiliense. https://t.co/iO9mKJTHB0; 85; 73; 2844; 6; https://twitter.com/alexandregarcia/status/1107377635557036032; None; None
2019-03-17 17:35:59+00:00; alexandregarcia; Como não estamos na França de 1789, as manifestações de hoje são um bom motivo para os juízes do Supremo refletirem. Por que as pessoas saem de casa num domingo para protestar contra supremos juízes de um órgão público a serviço do povo e da justiça?; 1821; 9405; 41575; 751; https://twitter.com/alexandregarcia/status/1107334779312181248; None; None
2019-03-17 16:49:05+00:00; alexandregarcia; Citado aí no Alon Feuerwerker: https://t.co/TFsPPBkEZc; 16; 35; 489; 2; https://twitter.com/alexandregarcia/status/1107322978935734277; None; None
2019-03-17 01:39:23+00:00; alexandregarcia; @guilhermesanjos Bem-vindo!; 2; 0; 33; 1; https://twitter.com/alexandregarcia/status/1107094042687537152; None; None
2019-03-17 01:33:16+00:00; alexandregarcia; @ysanikalapalo Considerar corrupto é uma questão de opinião?; 168; 121; 3265; 9; https://twitter.com/alexandregarcia/status/1107092502610436096; None; None
2019-03-17 00:25:24+00:00; alexandregarcia; @Prpc1965 @CmdoCMS https://t.co/qYB7Wc7Ksf; 1; 1; 18; 1; https://twitter.com/alexandregarcia/status/1107075423333244929; None; None
2019-03-17 00:13:13+00:00; alexandregarcia; @CmdoCMS Hoje reli o testemunho de Flores da Cunha, narrando a temerária - e vitoriosa - carga no Ibirapuitã, contra a tropa entrincheirada de Honório Lemes. Episódio de bravos.; 7; 16; 456; 0; https://twitter.com/alexandregarcia/status/1107072357951258625; None; None
2019-03-17 00:07:29+00:00; alexandregarcia; @xicograziano “Farinha do mesmo saco”(Leonel de Moura Brizola); 68; 245; 3905; 9; https://twitter.com/alexandregarcia/status/1107070918269063168; None; None
2019-03-16 17:58:38+00:00; alexandregarcia; @Sindicolegal @garciajulia No tempo de meu pai, avô da Júlia, não havia faculdade de jornalismo. Portanto ele foi o melhor dos três. Autodidata e criador.; 6; 5; 141; 0; https://twitter.com/alexandregarcia/status/1106978090926907396; None; None
2019-03-16 17:44:39+00:00; alexandregarcia; @silvioluiz Spritz. Aperol, espumante, rodelas de laranja e gelo. Coisa de austríaco no norte da Itália. Todos os sábados.; 37; 17; 755; 0; https://twitter.com/alexandregarcia/status/1106974573386440704; None; None
2019-03-16 15:39:42+00:00; alexandregarcia; Um bom motivo para brindar com você neste 16 de março: hoje comemoro 43 anos em Brasília, vindo do Buenos Aires, via Porto Alegre, transferido pelo Jornal do Brasil. Nunca havia estado na Capital. Foi amor à primeira vista, que perdura até hoje. Saúde e paz! https://t.co/4wuq7GGsy6; 1418; 853; 23008; 110; https://twitter.com/alexandregarcia/status/1106943128416735232; None; None
2019-03-16 14:27:44+00:00; alexandregarcia; Oscar Chaves Garcia, o “Papito”. E o lencinho. https://t.co/L0ntYVgML5; 45; 21; 1541; 4; https://twitter.com/alexandregarcia/status/1106925018951401473; None; None
2019-03-16 00:24:24+00:00; alexandregarcia; @rafael_pires013 @correio Rafael: cumpriram o objetivo - levaram o revólver do vigia.; 8; 1; 19; 0; https://twitter.com/alexandregarcia/status/1106712783687692290; None; None
2019-03-16 00:17:56+00:00; alexandregarcia; @eupatriciamatos Escadas são saudáveis. Principalmente na subida. Mas quem sobe, precisa saber descer.; 10; 10; 259; 1; https://twitter.com/alexandregarcia/status/1106711158650748928; None; None
2019-03-16 00:07:14+00:00; alexandregarcia; @TadzioMatrajt Capotamento é na oficina que faz capotas.; 19; 5; 224; 1; https://twitter.com/alexandregarcia/status/1106708464288653313; None; None
2019-03-16 00:05:27+00:00; alexandregarcia; @glaucio_prof Tem gente que bebe água gelada. Teria de esperar que degelasse.; 9; 5; 224; 0; https://twitter.com/alexandregarcia/status/1106708016332763136; None; None
2019-03-16 00:00:39+00:00; alexandregarcia; @NPugliesi Não vou repetir o texto falso, ou estaria ampliando a falsidade e montando no cavalo do bandido.; 4; 7; 125; 0; https://twitter.com/alexandregarcia/status/1106706810910724096; None; None
2019-03-15 23:58:45+00:00; alexandregarcia; É meu. Na verdade, é de meu amigo que chamei de Sérgio. https://t.co/ZJv10ZiTuz; 26; 26; 614; 2; https://twitter.com/alexandregarcia/status/1106706332474839040; None; https://twitter.com/sleepguy888/status/1106684324093542400
2019-03-15 22:39:38+00:00; alexandregarcia; Hoje li que 12 ficaram feridos APÓS queda de elevador. E ouvi que dois foram feridos APÓS capotagem. Gostaria de saber o que feriu esses 14 depois que o elevador caiu e o carro capotou. Foi no resgate?; 639; 1033; 10238; 104; https://twitter.com/alexandregarcia/status/1106686420553474049; None; None
2019-03-15 22:36:21+00:00; alexandregarcia; @correio Interessante falar em “tentativa”. Por quê?; 48; 30; 623; 1; https://twitter.com/alexandregarcia/status/1106685592199405568; None; None
2019-03-15 22:31:33+00:00; alexandregarcia; @ronaldocaiado Estimulante! Há esperança.; 53; 134; 2880; 4; https://twitter.com/alexandregarcia/status/1106684384273489920; None; None
2019-03-15 22:28:06+00:00; alexandregarcia; Aviso aos navegantes na rede: foi um envergonhado com o nome que seus pais lhe deram, que atribui a mim um texto que começa com a obtusa frase “Eu não peço desculpas pelo que estou postando....”; 137; 567; 6152; 19; https://twitter.com/alexandregarcia/status/1106683517310775296; None; None
2019-03-15 20:19:59+00:00; alexandregarcia; Em quase 300 rádios, em 20 jornais - e na companhia de mais de 1 milhão e 700 mil amigos no Twitter, YouTube, Face e Insta. Mate as saudades, então. Abraço e obrigado. https://t.co/mCzXssbI6f; 235; 618; 6777; 18; https://twitter.com/alexandregarcia/status/1106651274534154241; None; https://twitter.com/felipes89977010/status/1106641609502806016
2019-03-15 13:12:04+00:00; alexandregarcia; E foi um humano que fez isso. Será que o passo seguinte vai ser atacar uma escola? https://t.co/nIuwMofaGO; 295; 505; 5235; 42; https://twitter.com/alexandregarcia/status/1106543588752715776; None; https://twitter.com/g1/status/1106525451441328128
2019-03-15 13:08:40+00:00; alexandregarcia; @anaclaracosta E com o nosso carro!!!; 29; 31; 678; 4; https://twitter.com/alexandregarcia/status/1106542729905999873; None; None
2019-03-14 19:46:14+00:00; alexandregarcia; A militância e o mexerico que fazem fakenews - em 20 jornais desta semana. "As candinhas" https://t.co/XyYDBp4kOD; 189; 599; 3729; 38; https://twitter.com/alexandregarcia/status/1106280394264100864; None; None
2019-03-14 00:52:52+00:00; alexandregarcia; Portão fechado e vigia armado não evitaram mortes nos USA. Desarmamento não evita revólver de número raspado. Gasolina de molotov que incendeia, machado que abre cabeça, besta que mata em silêncio, são comprados na esquina. É preciso saber a origem da violência que arma cérebros.; 3257; 17154; 70104; 1454; https://twitter.com/alexandregarcia/status/1105995173002018816; None; None
2019-03-13 14:21:24+00:00; alexandregarcia; @Metropoles Suzano, Janaúba... Como proteger escolas e suas crianças?; 17; 9; 95; 0; https://twitter.com/alexandregarcia/status/1105836257970712576; None; None
2019-03-13 14:17:33+00:00; alexandregarcia; @Metropoles À espera de mais um “por quê?”; 95; 64; 2294; 9; https://twitter.com/alexandregarcia/status/1105835292496461824; None; None
2019-03-11 23:45:14+00:00; alexandregarcia; @EmmanuelMS_1 @Carolinaercolin @haisem_abaki Fake; 4; 0; 39; 0; https://twitter.com/alexandregarcia/status/1105253377733214208; None; None
2019-03-11 23:11:42+00:00; alexandregarcia; Hoje no rádio e no https://t.co/mBDLfHuHy6, pergunto se o maior problema do país não são os corruptos e os que apóiam a corrupção. E se um jato de urina é mais importante que a Lava-jato.; 402; 1248; 8472; 77; https://twitter.com/alexandregarcia/status/1105244940190302208; None; None
2019-03-11 23:06:25+00:00; alexandregarcia; @Carolinaercolin @haisem_abaki Não é consolo, mas vale o registro: Caracas está pior. E não é chuva. É Maduro.; 40; 107; 1711; 5; https://twitter.com/alexandregarcia/status/1105243607446052864; None; None
2019-03-11 23:03:56+00:00; alexandregarcia; @haisem_abaki Fazendo jornalismo! Disse ao vivo, no ar, e agora escrevo.; 4; 5; 171; 0; https://twitter.com/alexandregarcia/status/1105242982930878466; None; None
2019-03-11 22:49:46+00:00; alexandregarcia; @pefabiodemelo Desde cedo pensando que volume é argumento.; 155; 152; 4548; 17; https://twitter.com/alexandregarcia/status/1105239420842790914; None; None
2019-03-11 19:55:30+00:00; alexandregarcia; @UOL Deveriam mandar a conta do Einstein para o Adélio Bispo, que foi quem causou essa despesa. Ou para quem paga os advogados dele.; 3448; 8053; 49352; 863; https://twitter.com/alexandregarcia/status/1105195564021530624; None; None
2019-03-10 20:47:18+00:00; alexandregarcia; @JlioBittencourt @Estadao @Emais_Estadao @renatafanband1 @AnaHickmannNews @GiseleBunchen Sim: Yolanda Pereira e Ieda Maria Vargas, Misses Universo e gaúchas.; 2; 1; 30; 1; https://twitter.com/alexandregarcia/status/1104846210567995392; None; None
2019-03-10 17:58:59+00:00; alexandregarcia; @Estadao @Emais_Estadao Mineiras, belíssimas! Principalmente do sul de Minas. De Campos Gerais, por exemplo.; 65; 40; 1695; 9; https://twitter.com/alexandregarcia/status/1104803854288334848; None; None
2019-03-10 17:56:46+00:00; alexandregarcia; @BlogdoNoblat Então os dois “roubaram” de Lacroix, e está no Louvre. Mas não roubaram, porque é domínio público. https://t.co/zalZaGw5Lt; 1508; 1837; 16991; 186; https://twitter.com/alexandregarcia/status/1104803296575963137; None; None
2019-03-10 16:12:46+00:00; alexandregarcia; @BlogdoNoblat Danke Schoen, Hjalmar Schacht!; 8; 5; 143; 0; https://twitter.com/alexandregarcia/status/1104777120952274945; None; None
2019-03-10 16:08:03+00:00; alexandregarcia; @GMonteiroRJ Parabéns pela reação. O professor ao lado do bandido...; 80; 481; 7783; 14; https://twitter.com/alexandregarcia/status/1104775933985280001; None; None
2019-03-10 16:05:17+00:00; alexandregarcia; @bbcbrasil Mataram os dois leões para resgatar um corpo morto. Para pensar sobre nossas relações no reino animal. Dois vivos por um morto. Leões não são tchecos. E existem dardos anestésicos.; 221; 435; 6269; 19; https://twitter.com/alexandregarcia/status/1104775238661951490; None; None
2019-03-09 21:29:48+00:00; alexandregarcia; Aquarela de Brasília. Fim de tarde deste sábado. https://t.co/Vd4qYfNtD3; 370; 430; 9711; 32; https://twitter.com/alexandregarcia/status/1104494517707857921; None; None
2019-03-09 20:31:14+00:00; alexandregarcia; @diogomainardi Todos pra Casa Verde.; 19; 47; 1200; 0; https://twitter.com/alexandregarcia/status/1104479778453757952; None; None
2019-03-09 17:29:24+00:00; alexandregarcia; @EcsMidia @diogomainardi @DamaresAlves Em breve vão patrulhar La Vie en Rose, da Èdith Piaf e do Louis Guglielmi.; 5; 24; 469; 1; https://twitter.com/alexandregarcia/status/1104434018836189184; None; None
2019-03-09 17:05:22+00:00; alexandregarcia; @CmdoCMS Patrulha da ONU no Saara: húngara, mexicana e brasileira - uma ten-cel da EsAO comandando a base. https://t.co/5FnzrJXWZE; 14; 59; 861; 3; https://twitter.com/alexandregarcia/status/1104427973086769154; None; None
2019-03-09 16:46:25+00:00; alexandregarcia; @adrianotomasoni @veragimenez História exemplar, orgulho de Santa Cruz do Sul. https://t.co/Eelesntjn0; 10; 41; 1176; 1; https://twitter.com/alexandregarcia/status/1104423202359599106; None; None
2019-03-09 16:36:54+00:00; alexandregarcia; @diogomainardi No entanto, Diogo, Adélio Bispo é que está diagnosticado com transtorno delirante permanente paranóico.; 518; 1653; 16986; 89; https://twitter.com/alexandregarcia/status/1104420806921207809; None; None
2019-03-09 14:50:39+00:00; alexandregarcia; @garciajulia Uuuuups! Fotão! “Viva o sol/do céu da nossa terra/vem surgindo/atrás da linda Serra” - esse sol vermelho-Rio tirou do baú o que eu cantava no jardim-da-infância. Obrigado 😍; 29; 57; 2463; 3; https://twitter.com/alexandregarcia/status/1104394070162583552; None; None
2019-03-09 01:13:09+00:00; alexandregarcia; @silvioluiz @galvaobueno Só podia ser o Silvio Luiz!; 3; 5; 224; 0; https://twitter.com/alexandregarcia/status/1104188341069729793; None; None
2019-03-08 23:41:47+00:00; alexandregarcia; @ThiagoKrause2 Sei bem; Georg Eggers era um deles.; 36; 32; 870; 2; https://twitter.com/alexandregarcia/status/1104165344111968257; None; None
2019-03-08 23:25:56+00:00; alexandregarcia; Para lembrar hoje e sempre: a professora Helley de Abreu Silva Batista deu a vida para salvar 25 crianças, na escola de Janaúba,MG.; 1218; 10065; 58378; 569; https://twitter.com/alexandregarcia/status/1104161357274980352; None; None
2019-03-08 23:17:23+00:00; alexandregarcia; No dia de hoje, um site lembrou que “História é um substantivo feminino”. Independência(Domitila de Castro) e República(Maria Adelaide de Andrade Neves) também são. Confere @laurentinogomes ?; 56; 199; 2753; 6; https://twitter.com/alexandregarcia/status/1104159203508277249; None; None
2019-03-08 21:50:31+00:00; alexandregarcia; @NerulioJ Este já é o sexto ou sétimo: https://t.co/VxHzMgqcti; 1; 3; 24; 0; https://twitter.com/alexandregarcia/status/1104137342959452161; None; None
2019-03-08 21:48:51+00:00; alexandregarcia; @nilsonnakasone Olha aí a postagem mais recente:  https://t.co/VxHzMgqcti; 3; 6; 39; 0; https://twitter.com/alexandregarcia/status/1104136927060602880; None; None
2019-03-08 21:31:30+00:00; alexandregarcia; @correio Os pais não estão ensinando? Quem não abre a porta do carro para mulher entrar?; 791; 609; 10739; 72; https://twitter.com/alexandregarcia/status/1104132560504926213; None; None
2019-03-08 01:35:54+00:00; alexandregarcia; @robsonfporto https://t.co/keY4buVJH0; 41; 40; 586; 6; https://twitter.com/alexandregarcia/status/1103831676164210688; None; None
2019-03-08 01:33:35+00:00; alexandregarcia; @santos_joaaov Fácil: https://t.co/keY4buVJH0; 21; 29; 434; 5; https://twitter.com/alexandregarcia/status/1103831094024200192; None; None
2019-03-08 01:20:34+00:00; alexandregarcia; Comprei hoje iluminação,tripés e monitor p/meu estúdio de YouTube. Custaram R$5.500,00. De impostos, R$2.866,00 - portanto a maior parte da fatura  ficou com o estado brasileiro. Desde 2008 o estado consome com seu próprio custeio quase tudo que arrecada. Estado menor,país maior.; 1933; 7781; 50603; 491; https://twitter.com/alexandregarcia/status/1103827819203911680; None; None
2019-03-08 00:33:14+00:00; alexandregarcia; @LuisCar98363022 Na mosca!; 12; 24; 850; 0; https://twitter.com/alexandregarcia/status/1103815907317596160; None; None
2019-03-08 00:32:21+00:00; alexandregarcia; @carlosalvesgg Parabéns pela sábia humildade. Há os que nada viram, nada testemunharam, têm a História em segunda mão mas são donos da verdade. Dá uma pena...; 21; 54; 1241; 3; https://twitter.com/alexandregarcia/status/1103815682687418369; None; None
2019-03-08 00:21:36+00:00; alexandregarcia; A tática da tirania: fazer a cabeça dos jovens na escola; enfraquecer o estado pela corrupção; destruir a célula da nação, que é a família; criar diferenças entre irmãos; evitar a resistência pelo desarmamento civil. Aí, o que sobra, para garantir a liberdade e a democracia?; 1882; 10505; 40740; 843; https://twitter.com/alexandregarcia/status/1103812977327788033; None; None
2019-03-07 22:41:35+00:00; alexandregarcia; Basta reler a História do Brasil: Independência, República, derrubada do ditador Vargas, socorro aos civis para não virar Cuba; devolução planejada aos civis. E se ainda restarem dúvidas, reler também o art. 142 da Constituição: “garantia dos poderes constitucionais”. https://t.co/A4Eq3R0xaj; 1154; 3653; 18323; 352; https://twitter.com/alexandregarcia/status/1103787807863173120; None; https://twitter.com/UOLNoticias/status/1103776134628626432
