2020-12-08 22:53:14+00:00; lauraabcarvalho; @Spossas Bom ve-la por aqui professora!; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1336443748931297289; None; None
2020-06-23 11:08:02+00:00; lauraabcarvalho; @Joao_P_Romero Boa, João!; 1; 0; 11; 0; https://twitter.com/lauraabcarvalho/status/1275385117825957889; None; None
2020-06-23 02:14:29+00:00; lauraabcarvalho; @demori @thiamparo Gatíssimo @thiamparo; 3; 2; 119; 0; https://twitter.com/lauraabcarvalho/status/1275250844884250631; None; None
2020-06-23 01:55:48+00:00; lauraabcarvalho; @silviolual minha admiração só aumentou. Parabéns!; 6; 18; 643; 0; https://twitter.com/lauraabcarvalho/status/1275246144042479616; None; None
2020-06-23 01:25:28+00:00; lauraabcarvalho; @silviolual arrasando muito nas falas sobre racismo estrutural e economia!! #SilvioAlmeidaNoRodaViva; 5; 41; 680; 1; https://twitter.com/lauraabcarvalho/status/1275238512040857600; None; None
2020-06-23 00:40:25+00:00; lauraabcarvalho; @_pinheira @LuciaMScalco Parabéns!!!!; 0; 1; 17; 0; https://twitter.com/lauraabcarvalho/status/1275227174895849478; None; None
2020-06-22 16:54:35+00:00; lauraabcarvalho; @danielvcouri 😂😂 pois é fiquei pensando nisso, o maravilhoso indicador é T+G-T; 2; 2; 42; 0; https://twitter.com/lauraabcarvalho/status/1275109944153591808; None; None
2020-06-22 12:45:26+00:00; lauraabcarvalho; O Curto-Circuito ficou em 11o na lista de mais vendidos de não ficção essa semana. Para um livro de economia é vitória! Já comecei a receber comentários de quem leu e essa é a melhor parte.  https://t.co/7of6IwCPqV; 14; 22; 576; 1; https://twitter.com/lauraabcarvalho/status/1275047242639032320; None; None
2020-06-22 02:56:11+00:00; lauraabcarvalho; @pedroabramovay Que bom que gostou, Pedro! Você tem toda razão, esse é um dos temas que não entrei a fundo, embora tenha até tratado do Green New Deal e de um modelo de desenvolvimento pro século 21 e tal...; 2; 2; 58; 0; https://twitter.com/lauraabcarvalho/status/1274898950869450753; None; None
2020-06-21 21:21:30+00:00; lauraabcarvalho; @JoMicheII @FComim sobre o que falávamos outro dia...; 1; 0; 12; 0; https://twitter.com/lauraabcarvalho/status/1274814727101853696; None; None
2020-06-21 15:47:45+00:00; lauraabcarvalho; @marco57thulio @FotosDeFatos Engraçado que sempre disseram pra minha vó que ela parecia a Fernanda.; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1274730737636433920; None; None
2020-06-21 15:45:48+00:00; lauraabcarvalho; @moniqueevelle Ah demais, louca pra saber suas impressões.; 1; 1; 13; 0; https://twitter.com/lauraabcarvalho/status/1274730244277231618; None; None
2020-06-21 14:58:33+00:00; lauraabcarvalho; @TeresaCristina Maravilhosa, que orgulho TT; 1; 0; 40; 0; https://twitter.com/lauraabcarvalho/status/1274718353534451713; None; None
2020-06-21 14:45:53+00:00; lauraabcarvalho; @esuplicy ❤️; 1; 1; 57; 0; https://twitter.com/lauraabcarvalho/status/1274715166811267073; None; None
2020-06-21 14:22:17+00:00; lauraabcarvalho; Foto: @mairaerlich; 2; 3; 149; 0; https://twitter.com/lauraabcarvalho/status/1274709229648166915; None; None
2020-06-21 14:20:22+00:00; lauraabcarvalho; Hoje é aniversário do ⁦@esuplicy⁩. Dia de agradecer por sua luta incansável pela dignidade de todos os brasileiros. https://t.co/xLWeLL0PL8; 89; 368; 8575; 49; https://twitter.com/lauraabcarvalho/status/1274708745763913728; None; None
2020-06-20 23:57:29+00:00; lauraabcarvalho; @gduvivier Amei!!!; 4; 1; 105; 1; https://twitter.com/lauraabcarvalho/status/1274491595614752769; None; None
2020-06-20 22:36:12+00:00; lauraabcarvalho; Sigam! Iniciativa necessária https://t.co/tuaLt96dUi; 1; 23; 218; 1; https://twitter.com/lauraabcarvalho/status/1274471137670553601; None; https://twitter.com/repp_economia/status/1274454545641476099
2020-06-20 21:51:03+00:00; lauraabcarvalho; @repp_economia Parabéns pela iniciativa! Seguindo e divulgando.; 2; 4; 103; 0; https://twitter.com/lauraabcarvalho/status/1274459777066848261; None; None
2020-06-20 17:19:05+00:00; lauraabcarvalho; @letrapreta A minha é filhotinha e faz tudo isso ao mesmo tempo!; 1; 0; 18; 0; https://twitter.com/lauraabcarvalho/status/1274391331016773633; None; None
2020-06-20 10:19:59+00:00; lauraabcarvalho; @gduvivier ❤️ https://t.co/OmZqKqCEUl; 1; 8; 313; 1; https://twitter.com/lauraabcarvalho/status/1274285863871164421; None; https://twitter.com/alisson_couto/status/1274191963521155073
2020-06-19 21:30:21+00:00; lauraabcarvalho; Dizer que quem é contra um teto de gastos nos atuais moldes (que nenhum país utiliza por sinal) quer aumentar o próprio salário é de uma desonestidade absurda. E eu achando que o debate econômico tinha melhorado. https://t.co/n5oZH8BgTN; 50; 323; 2632; 8; https://twitter.com/lauraabcarvalho/status/1274092177132531713; None; https://twitter.com/folha/status/1274058115382681601
2020-06-19 18:58:01+00:00; lauraabcarvalho; Pra quem perdeu, o vídeo do lançamento conjunto do meu livro Curto-Circuito e do Ponto-final do Marcos Nobre com mediação da @MonicaWaldvogel está disponível no Youtube. https://t.co/Lv3e6Ier4t; 5; 19; 135; 0; https://twitter.com/lauraabcarvalho/status/1274053843391823874; None; None
2020-06-19 15:56:18+00:00; lauraabcarvalho; @otavio_ranzani @Capyvara @oatila Opa obrigada!; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1274008112001953793; None; None
2020-06-19 15:47:07+00:00; lauraabcarvalho; @otavio_ranzani @Capyvara @oatila Obrigada Otávio, mas o que quis dizer foi o período do gráfico ser até junho...; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1274005801443692544; None; None
2020-06-19 15:45:56+00:00; lauraabcarvalho; @otavio_ranzani @Capyvara @oatila Obrigada!; 0; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1274005503551721472; None; None
2020-06-19 15:36:04+00:00; lauraabcarvalho; @resende451 @otavio_ranzani Obrigada!; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1274003021769342976; None; None
2020-06-19 15:08:06+00:00; lauraabcarvalho; @otavio_ranzani Otavio, você tem esse gráfico atualizado?; 2; 0; 6; 0; https://twitter.com/lauraabcarvalho/status/1273995981412093952; None; None
2020-06-19 00:42:34+00:00; lauraabcarvalho; @FePaesLeme Hahahaha socorro!; 0; 0; 31; 0; https://twitter.com/lauraabcarvalho/status/1273778162179112961; None; None
2020-06-19 00:37:49+00:00; lauraabcarvalho; Essa retrospectiva do Weintraub no JN está tipo filme de terror, não vou conseguir dormir depois.; 82; 357; 7627; 18; https://twitter.com/lauraabcarvalho/status/1273776967955906567; None; None
2020-06-19 00:19:37+00:00; lauraabcarvalho; @eltonpacheco @AndreiaSadi Perfeito.; 1; 0; 19; 0; https://twitter.com/lauraabcarvalho/status/1273772389495705606; None; None
2020-06-19 00:18:39+00:00; lauraabcarvalho; @camillepreakrs @AndreiaSadi Sim, maravilhoso; 0; 0; 11; 0; https://twitter.com/lauraabcarvalho/status/1273772145701724162; None; None
2020-06-19 00:16:20+00:00; lauraabcarvalho; Gente esse JN está mesmo uma edição de colecionador. Esse vídeo da @AndreiaSadi entrevistando o advogado foi a cereja do bolo.; 51; 231; 5124; 13; https://twitter.com/lauraabcarvalho/status/1273771561380655106; None; None
2020-06-18 21:11:32+00:00; lauraabcarvalho; É já já!!! https://t.co/TJkqgeTxFM; 3; 7; 63; 1; https://twitter.com/lauraabcarvalho/status/1273725055055339522; None; https://twitter.com/lauraabcarvalho/status/1273705493853241345
2020-06-18 19:53:48+00:00; lauraabcarvalho; Daqui a pouco às 18h30 converso com o Marcos Nobre com mediação da @MonicaWaldvogel no link https://t.co/Lv3e6Ier4t https://t.co/2hT4pJCLf5; 1; 13; 87; 2; https://twitter.com/lauraabcarvalho/status/1273705493853241345; None; None
2020-06-18 16:52:49+00:00; lauraabcarvalho; Agora eu até estou conseguindo ajuda da assessoria da @todavialivros para entrevistas sobre o livro e faz toda a diferença. Mas outras coisas eu não tenho dado conta, aproveito pra me desculpar.; 1; 1; 117; 0; https://twitter.com/lauraabcarvalho/status/1273659945687359494; None; None
2020-06-18 16:50:54+00:00; lauraabcarvalho; Faço minhas as palavras da Monica. Não tenho ninguém pra me ajudar e não consigo responder todos os pedidos. Sejam compreensivos com quem é professor e não tem nenhuma assessoria. Não é antipatia, é limitação de tempo... https://t.co/erLFjrFIzM; 6; 10; 382; 1; https://twitter.com/lauraabcarvalho/status/1273659464734986240; None; https://twitter.com/bollemdb/status/1273649228955467776
2020-06-18 16:48:20+00:00; lauraabcarvalho; @TeresaCristina Merece muito, TT 😍; 0; 1; 29; 0; https://twitter.com/lauraabcarvalho/status/1273658818342391810; None; None
2020-06-18 15:40:48+00:00; lauraabcarvalho; Muito legal. Sigam o @HannahArendtBR https://t.co/x0HJozxx7B; 20; 19; 284; 3; https://twitter.com/lauraabcarvalho/status/1273641821785243648; None; https://twitter.com/HannahArendtBR/status/1273635793794457601
2020-06-18 14:57:06+00:00; lauraabcarvalho; @conradohubner Melhor não, vai por mim; 3; 0; 77; 0; https://twitter.com/lauraabcarvalho/status/1273630824655654912; None; None
2020-06-17 21:37:15+00:00; lauraabcarvalho; Amanhã lanço o livro novo junto com o do Marcos Nobre da mesma coleção e com mediação da @MonicaWaldvogel. Vai ser muito bacana. https://t.co/B2onF6JrcK; 12; 24; 419; 4; https://twitter.com/lauraabcarvalho/status/1273369137323147264; None; https://twitter.com/todavialivros/status/1273368862197760001
2020-06-17 14:14:55+00:00; lauraabcarvalho; Morri com esse início da coluna do @gduvivier sobre o nosso querido amigo @eduardoheckdesa. O Duda é das melhores pessoas do universo e faz exatamente isso aí. Linda coluna, link aqui.  https://t.co/VxrP46yZpP https://t.co/dTLKP0zvtN; 30; 23; 665; 4; https://twitter.com/lauraabcarvalho/status/1273257823363911680; None; None
2020-06-17 13:17:55+00:00; lauraabcarvalho; @IMedicis @entretanto_pod ❤️; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1273243479234293760; None; None
2020-06-17 12:18:09+00:00; lauraabcarvalho; @_pinheira E o pior é que muitas vezes o pesquisador que copiou acha que a ideia foi dele. Excesso de segurança é um problema.; 3; 1; 52; 0; https://twitter.com/lauraabcarvalho/status/1273228435004051458; None; None
2020-06-17 10:47:32+00:00; lauraabcarvalho; @gabrielazevedo Meus sentimentos, Gabriel; 0; 0; 31; 0; https://twitter.com/lauraabcarvalho/status/1273205633010065408; None; None
2020-06-17 02:04:17+00:00; lauraabcarvalho; Esse discurso já recorrente de que democracia é a vontade direta do povo sem instituições mediando é exatamente onde mora o perigo. https://t.co/LawK60aMbm; 122; 373; 4661; 15; https://twitter.com/lauraabcarvalho/status/1273073952215240705; None; https://twitter.com/jairbolsonaro/status/1273065738228699141
2020-06-17 01:23:27+00:00; lauraabcarvalho; @RentistaPorto Eu sei, mas às vezes a gente acaba entrando pra se defender e tentar esclarecer e aí já viu; 0; 0; 16; 1; https://twitter.com/lauraabcarvalho/status/1273063675507736577; None; None
2020-06-17 01:03:40+00:00; lauraabcarvalho; @marinalang Total!; 0; 0; 11; 0; https://twitter.com/lauraabcarvalho/status/1273058695933550594; None; None
2020-06-17 01:00:03+00:00; lauraabcarvalho; Discordando-se ou não da forma com que apliquei o conceito, o fato é que cá estou eu sendo criticada justamente pelo contrário: por em tese ter pegado pesado e tachado de nazista um “bom técnico”. Uma crítica às avessas do uso do conceito de banalidade do mal.; 71; 82; 2945; 3; https://twitter.com/lauraabcarvalho/status/1273057786176376836; None; None
2020-06-17 01:00:01+00:00; lauraabcarvalho; Tem um detalhe irônico nisso tudo. Hannah Arendt apanhou de todos os lados por ter “pegado leve” com nazistas ao não considerar que burocratas que contribuíram com a destruição, a morte e a violência eram seres humanos malignos. (1/2); 51; 186; 3774; 10; https://twitter.com/lauraabcarvalho/status/1273057777552891904; None; None
2020-06-17 00:50:42+00:00; lauraabcarvalho; @pedrinhoab7 Espero que goste!!; 0; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1273055436300828673; None; None
2020-06-17 00:42:07+00:00; lauraabcarvalho; @NPTO Adorei essa dupla!; 0; 0; 10; 0; https://twitter.com/lauraabcarvalho/status/1273053274078425090; None; None
2020-06-17 00:29:52+00:00; lauraabcarvalho; @millylacombe Milly querida assim eu vou chorar ❤️; 2; 0; 20; 0; https://twitter.com/lauraabcarvalho/status/1273050191113981954; None; None
2020-06-17 00:24:40+00:00; lauraabcarvalho; Que legal que gostou, Tobias! ❤️ https://t.co/kaVT26MJur; 3; 12; 172; 1; https://twitter.com/lauraabcarvalho/status/1273048882897924098; None; https://twitter.com/tbscrvlh/status/1273047851023597569
2020-06-17 00:12:26+00:00; lauraabcarvalho; @marinalang Só que foi criticada ao contrário! Por não ter considerado que Eichmann era um monstro maligno do nazismo. A ironia maior é essa: eu uso o conceito dela e sou acusada justamente de chama-lo de nazista.; 1; 0; 10; 0; https://twitter.com/lauraabcarvalho/status/1273045806573117441; None; None
2020-06-17 00:08:54+00:00; lauraabcarvalho; @bollemdb Eba! Depois me conta. Te cito duas vezes aliás. Numa nota e na conclusão. Beijos; 2; 0; 61; 0; https://twitter.com/lauraabcarvalho/status/1273044914780229632; None; None
2020-06-17 00:00:37+00:00; lauraabcarvalho; @silviolual @juliovellozo Silvio, querido! Arrasa lá no @rodaviva! Você merece tudo isso.; 3; 3; 337; 0; https://twitter.com/lauraabcarvalho/status/1273042830538260481; None; None
2020-06-16 23:12:45+00:00; lauraabcarvalho; @mottafuckah Haha ❤️; 0; 0; 14; 0; https://twitter.com/lauraabcarvalho/status/1273030785755480065; None; None
2020-06-16 22:57:06+00:00; lauraabcarvalho; @bollemdb Ué a editora disse foi pro seu email o PDF, dá uma checada? impresso por enquanto não vai ter...; 1; 1; 31; 0; https://twitter.com/lauraabcarvalho/status/1273026847454961664; None; None
2020-06-16 22:23:04+00:00; lauraabcarvalho; @bollemdb Ahh que demais! Monica te citei no meu livro novo ;-) você recebeu da editora? 😘; 1; 0; 124; 1; https://twitter.com/lauraabcarvalho/status/1273018282656829440; None; None
2020-06-16 21:23:54+00:00; lauraabcarvalho; @alisson_couto @bollemdb ❤️ Monica você viu que eu te citei na conclusão do livro novo? Esqueci de comentar.; 2; 0; 151; 0; https://twitter.com/lauraabcarvalho/status/1273003393611636736; None; None
2020-06-16 19:54:47+00:00; lauraabcarvalho; @Vinicius_L_A Esse é um ótimo desenho a meu ver. Mas em termos de impacto sobre desigualdade e pobreza isso poderia ser obtido com um imposto de renda negativo focalizado. Ao tornar universal, você também está atendendo a outros objetivos, como aqueles ligados ao mercado de trabalho.; 1; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1272980965485395968; None; None
2020-06-16 19:10:50+00:00; lauraabcarvalho; Voltando à programação normal para divulgar o nosso episódio 15. Tento explicar o porquê do dólar ter subido tanto, depois caído e agora voltado a subir. E o Renan fala sobre o artigo 142 da Constituição e suas interpretações equivocadas.  https://t.co/P48IlrIHs5; 7; 25; 212; 4; https://twitter.com/lauraabcarvalho/status/1272969903700615169; None; None
2020-06-16 18:56:41+00:00; lauraabcarvalho; @goescarlos @P_droMenezes ... de toda forma se você achar que o conceito de banalidade mal se aplica a isso que disse, faria sentido utiliza-lo. E de nenhuma forma significaria chamar a pessoa de nazista.; 3; 0; 30; 0; https://twitter.com/lauraabcarvalho/status/1272966344963743744; None; None
2020-06-16 18:55:13+00:00; lauraabcarvalho; @goescarlos @P_droMenezes Carlos, o conceito a meu ver não é bem esse. É a de que seres humanos podem contribuir para a destruição, a violência e a morte sem ter qualquer motivação maligna. Nesse caso, homens bons e técnicos podem acabar ajudando a legitimar um governo autoritário e genocida. Mas... (1/2); 2; 0; 45; 0; https://twitter.com/lauraabcarvalho/status/1272965973344169984; None; None
2020-06-16 18:37:01+00:00; lauraabcarvalho; @goescarlos @P_droMenezes Carlos, me explica. Qual o uso que estou fazendo do conceito que se aplica ao PT?; 5; 0; 30; 0; https://twitter.com/lauraabcarvalho/status/1272961392539316231; None; None
2020-06-16 17:38:43+00:00; lauraabcarvalho; @fabioleal Não deletei não, está lá; 3; 0; 27; 0; https://twitter.com/lauraabcarvalho/status/1272946724261289986; None; None
2020-06-16 17:21:36+00:00; lauraabcarvalho; @veramagalhaes Vera, quem deve uma retratação é você. Interpretou um conceito de forma equivocada, me acusou de associar um colega ao nazismo e de usar táticas bolsonaristas. Com isso deu munição para que um boato de que chamei Mansueto de nazista se disseminasse. Ruim para ele e para mim.; 92; 61; 1970; 10; https://twitter.com/lauraabcarvalho/status/1272942415066824704; None; None
2020-06-16 17:09:29+00:00; lauraabcarvalho; @veramagalhaes Quanto ao tuite que você reproduz não foi pra você, foi para um outro pessoal que está disseminando a ideia de que estou linchando o Mansueto chamando-o de nazista. Não te mencionei por isso.; 15; 3; 292; 1; https://twitter.com/lauraabcarvalho/status/1272939366168629248; None; None
2020-06-16 17:06:47+00:00; lauraabcarvalho; Sim eu coloquei mesmo uma notícia pra dar o contexto. Entrei aqui domingo à noite, vi várias homenagens ao Mansueto, critiquei essas homenagens, citei Arendt. Agora estou sendo acusada de chama-lo de nazista e de querer o seu linchamento. Ontem tirei a notícia para não fulanizar. https://t.co/aZKrfUGkXf; 294; 114; 3138; 22; https://twitter.com/lauraabcarvalho/status/1272938685315649536; None; https://twitter.com/veramagalhaes/status/1272933194741035008
